textID,text,sentiment
5921285888,watching my baby on snl !  baby you look greaaaaat ;),positive
cffc40e08d,http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****,neutral
860656e5e4, he always brightens up 'the week' ?,positive
710d895f75,Happy imma get to see some lovely ladies,positive
91d4f7cf8f,watching 'Look for a Star' with mom again  lub ah C hehe,neutral
080c0727a0,oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,negative
f1c227d162,thnx 4 the follow,positive
4cfb203834,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,neutral
c58cd47886,Not feelin right. Hope the feeling passes. Stupid stomach.,negative
c8dfc591ec," I can`t seem to find it, can you send it to me again please  oh and tag it too lol",negative
2143ed1be2, Bad times for everyone  Whywhywhy do we have to write essays  No fair!,negative
03bab4f229," i think in the end, remembering the poetry and feeling behind something is far more important than the name.",positive
34755fc11a, I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,negative
45b3a0bf72,"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you`re my favourite comedian",positive
600ba5fe50,happy mothers` day to all your moms!,positive
342fd88176,"_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",neutral
5a345a2602," Adem in, adem uit",neutral
ab7bfb0fca, I don`t have a VCR...,neutral
dc368da630, STEPHEN KING FO SHO,neutral
2736c303b4,"finally friday , but still grounded till next thursday    -- stereos = life <333",positive
f6f31ebdcf,No tourney `til next weekend =   http://bit.ly/2xDPf,neutral
58746ef932,Mcfly evolution for the 4th time round,neutral
7bd9d19610,Hanging with  for the weekend,neutral
d71ee3a405,has just joined twitter. reeeally dont understand how to use this lol,neutral
39b2a0d81f,omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,negative
48b10eaac4,Have decided I just can`t stand `s Alltop spam any longer.,negative
7f029099aa, You are very welcome. You deserve #followfriday every day!,positive
554111fb7e,Oh man sold out  had to step away from my desk for 10 min!  you were right,neutral
dd7bd93286,HAPPY MOTHER`S DAY to ALL MOM`S HERE and to YOUR MOMS too,positive
26bf7718ce,wow the weather is amazing today!,positive
564abc387f," how fun!! I like the beach, but I tend to get really dark fast.",positive
98c0376ba8, bahah that would be really funny she would be really cut haha,positive
00f1209e69,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on",negative
1623f53b04, i lurveeeeee you,positive
82b963f61b,"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.",neutral
569a07134c, hey you! Did you get my present this morning? Hope u liked it?,neutral
1b6620a5f6,"SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",neutral
8f1d4e2353,"http://bit.ly/UnRyF  I want this, but...",neutral
cd5f10b26f,Has been rejected,negative
a4ba644bf3,"Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.",neutral
e45abf6e61,http://twitpic.com/4t4jv - No joke my puppy Maddie looks EXACTLY like  Maui!!!  she`s so cute!!,positive
07a7620f1e,The kids were awesome today! They loved the face painting!,positive
500d5b1751,Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,negative
620ba822f6, hey arthur! i forgot to say thanks for the flag... it is proudly displayed on my bedroom door! you are a witty one,positive
c44a0beb42,"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under..",neutral
9c45d72579, congrats mollie! just wish i could have got some tickets,neutral
68f79be259, Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,negative
b1c2b4b9d5,Oh no  I wanted to go to sea but today the sun is not here!  SIGH!,negative
52b498118d," it`s a good mix of developers, content developers, providers and venture folks",positive
711f06235e, is it done?,neutral
eb3c1f7bcd,my deep fry drumsticks were not as good as i thought they would be,negative
46c81cdf91, awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.,positive
4afd15e6c5, lol. thanks babe!,positive
46eb0ef934,This weather is awful! I just want to curl up and read a book all day,negative
2a19100ada,_lipz I don`t know  I haven`t heard from Lorraine recently.,neutral
dd215a071a,Is going to sleep. Good night everyone!!,positive
2fbb56c292,_and_jay hi!  **** your job!,negative
f365f7240f, what you laughing at over there  got strawberries?,neutral
276b5e7bbc,I`m cooking meatballs for lunch  yaaayyy ...,positive
04413661b7, No tango icons in this revision.,neutral
d30dd55d4e,does anyone know where I can watch the prison break tv movie? It`s not on itunes,neutral
29ffd15818," she`s in LA, wanting sun today... but apparently LA isn`t cooperating",negative
55cf77c815,sittin on d bed about 2 fall asleep,neutral
b8a9ed984f,Watch Jay Leno tonite!!!  It`s his last day as the Tonight Show Host,neutral
f165439003,responding to more questions at Thou Shall Blog! I appreciate this community.,positive
872bee8ec8,: I knowww yur mother is being a **** and she doesn`t want to take me to the movies  ****,negative
739e3b18bc,Learned a lesson the hard way. Lost my USB stick and backup was a month old,negative
c70c2e2336,michael scholfield is no more. He is dead. I am sorry,negative
aeb40d23ce,http://bit.ly/Wl9yL  i want to go here,neutral
7c89f0e906, I will be ok when I have been to the drs again today and got my essay done  x howre you?? x,neutral
db1be9d601,is going to forgo Pub Night with the wife tonight. Tough week for both of us and neither is really up for it. Plus our neighbor died,negative
c94e19633a, i love youuuuu nick santino! thirteen dayssss,positive
e4ca3bccbc,"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!",negative
a1d7825499,sittin at home watchin monster in-law waitin for pizza.. yum yum,positive
1674a3565d,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you,neutral
a64b492f72,I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.,neutral
cf7af90416,seriously. increasingly good nights. stoked on life! couldn`t be happier  #goodnight,positive
2094697870,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,negative
6ea71f26b2," i`m hear ya dude, i can`t either",neutral
2c08b3b456,"Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI",negative
e3e652972d,Supernatural was good as  Loved it.,positive
b8fa9e7e2b," Sorry, that was a bit negative!",negative
67b743557d, yes I do! Because he is going to the marines to protect & serve and leaving me!,neutral
e6d368a306,"school trip to Phuket Thailand, I was 12 while living in Singapore",neutral
e70a7914b5, so what cereal do you usually like?,neutral
2bdcb46ef4, haha  cute. ps thanks for the reply made my day haha,positive
a48dbc37c7,I slept at 2am yesterday,neutral
0a96158ea3,Now have an unpleasant talk w/n-laws 2 look 4ward 2....,negative
276e52a634,eh...but I`ll be picking cotton soon....need to suppliment my income,neutral
3457ba1a24,I`m sure all you people with hangovers will be glad to know I`m hangover free   hope you`re not too fragile this morning!,neutral
196ecaa275," how tough was that, just wanted to hug her like my own",negative
ee1067d6be,oh...my foot`s hurting now. About 5 minutes after I took it out though.,negative
5fca2e236a, lmao! You baked non-stop? Sounds like yummy fun!,positive
171028e14a,  you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,neutral
3feea3a09e, you guys are an awesome couple,positive
ba4854e88c, You may be PC but I love you anyway!!!  Maybe someday you too will become Mac!,positive
f4ee619b58, well i`m a little bit sick but i`m fine,neutral
71e1cf596a,go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],neutral
7a7db4cff5, Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u,neutral
7c7540691e,Hum -1 for Bill Bailey,neutral
852d0f895c,i don`t know what to do... time is going by so fast.,negative
57f5181bb3, This is true... Clean clothes is a VERY good thing!   Enjoy your day! Love your new avatar BTW!,positive
610ece882b," See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that`s why God gave us DVR. :-D _niffer",negative
c7d5ed4542,is going to Rye House Speedway,neutral
908bbe2865,thanks so much for the discount code. looking forward to trying your pads out,positive
61c3b437d9,feeling like in 16 again - watching TWILIGHT & enjoying it,positive
91fb409df7,I feel actual heartbreak.. _Gates last night  x,negative
2575ae28e3,"OMG, it`s JULY`S LAST DAY!",neutral
c6b8ff0b6e,Wedding..,neutral
f46a33a92c,_Reece naw missed it and the video cool looking sexy,positive
7ed78468fa,Momentum works!  But Jeff will have a hard time from 42nd.,negative
8632fecf99,looks like  is hiding money in an offshore bank account on behalf of last.fm   http://bit.ly/CeT0s,neutral
9a28bb6a11,have an extra Justin Rutledge ticket for the Mod Club tonight,neutral
52832c725e, Happy Birthday! I hope you are doing well and had a great Birthday day,positive
7408d7cd81," My name is Chad, but I won`t be here tomorrow",neutral
e256f4abbd, aww  but typing from beyond the grave...impressive,positive
7eb12f3dd8,"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",negative
6dd3441420,  caught me at lunch today... you were correct of he stalking me,positive
7fb4bbba70,http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven`t finished my laundry. lol.,positive
ccbfe16adf,I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.,negative
a4b4786a09,I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok,neutral
0eccc63901, Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,negative
f5f6d20514,such.a.tease.,neutral
72df0ca5a2,TODAy SUCKs - kisskass19: ï¿½you and katey broke up?! Yah Kate Broke up with me  Itï¿½s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,negative
f839525cb0,"'Updating Maven Dependencies' I know this is a good thing, but would be better if it happened when I was asleep",positive
d9a6244f11," arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",neutral
5d5926de2d,"Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk.",neutral
7dfb8ee831,I don`t wanna go back to work   sleepy time.,negative
ae2282aefe, NKOTB world is the best place to be,positive
de8ac63636,Pinkberry,neutral
c2112e0f01, i am so jealous!!,negative
fdb0ca60dd,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,negative
cd4e9ab634, tis` cool..I still stand by my former proclamation! I`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,neutral
03af086e44," Congratuations, Sweetie.",positive
68927ebd21, ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,neutral
8b6de71666,Huh... PR from 5 to 2..?,neutral
4c45541bc8,"Hey, thanks for the follow, wow this is exciting a new tweet.",positive
4e96aaff43,New picture isn`t working,negative
14511658bb,I`m hungry. And single.  heading to the golfing range soon.,negative
95593ecedb," Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",positive
ec321613d8,T-bone`s gone to sleep... Think we`re gonna join him,neutral
a0a8bb5ad1," are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",positive
c01b398556,can`t upload a picture. I already hate twitter,negative
2820205db5, I know! I`m so slow its horrible. DON`T TELL ON ME!,negative
984d753104, congrats hey,positive
8d55b9acb6, lol u better hurry up cause your **** is running late and whats for breakfast,neutral
fbf21ff132,going thru bills,neutral
e39af9f170, no omelette today  dim sum tomorrow! FEAST!,neutral
2602539701,"thinking of getting new dvds, csi.  can`t wait to get my laptop.",neutral
e788c7663b,is going to help lancey cook,positive
92803fa786, heard through the grapevine that we might see you around today. Looking forward to meeting you.,positive
b81ccfae03, diggin` your moustachio! Looking good daddio!,positive
886ac94d0b,"_ I`m good thanks! Did you have a good drive? Careful with your blackberry, we don`t want you getting screamed at",positive
7.753371E+23," hiya, hows your week been?? just tried to DM you but your not following!  x",neutral
582b22f32e, FANTASTIC IDEA.. you the man! but I`ll end up all lonely when the tourist goes home,neutral
a0698ecf1d,Happy Mother`s Day. . .,neutral
6ed1d3b93d,"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",negative
255d4695a6,sorry for taking over twitter with my i-can`t-sleepness,negative
046a00d709,I miss vlogcandy,negative
2223d650fe,class is almostt over,neutral
8427060c30,Another day @ Casino de Montreal,neutral
fa67ea8b66,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,neutral
9de8636140," It saddens me, you`re youtube has changed. It`s just like every other youtube kid, you used to be different",negative
e354a15298,just found out i have strep,neutral
c4d2ced255,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,positive
b13630ef02," thanks for adding me, glad to have you",positive
837956c3d7,Right now it is 5:07am.  Ugghhh.,negative
f8ce4ba6de,nice weather..looks like its going to rain here in # Delhi.,positive
7970872189,http://bit.ly/wZK3o  <--- Paranoid. I actually like it better performed live rather than the studio version.,neutral
87564ef90e,going to the lumberjack party,neutral
a1b094af26,Thank you OpenDNS for saving me from Comcast`s crappy DNS server. My internet is back up to par finally.,neutral
bc4d433d86, i believe that you are,neutral
942ac68ba7,shower before doctor`s appointment,neutral
59bf010e42," Hahahah, I will be using that saying from now on!",positive
e831b1889e," Homework bound for the whole weekend, not so fun",negative
89d58a0517," Good luck whit the show tonite man, ill be watching",positive
fb6c9f0a9e,i should be 'bus stalking' right now..i soo wish i were still meeting  today,neutral
5fb7b27af5,finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,neutral
b9d1a9fc25,I hate it when I am in pain,negative
96706cd7ce, Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,neutral
26272417b2,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,neutral
d3120710c4,"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",negative
f98991735e,chill its da rihanna bob. If it was 16 in I`d have no problem!!! Lol. R u at school all summer,neutral
e9e535e13b,Wonders why its so hard for me to concentrate...,negative
74fa55b2ad,"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",negative
5f4b6a4e84,Good Morning  i ate pizza for breakfast,positive
4d2e0f9522,"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw",neutral
63f0bc459f,can`t keep eyes open....*shuts eyes*,neutral
5d7af585d3,...and all woman who transfer their first impressions (sexual/maternal) onto a less `threatening` man -- are themselves as weak as `Him`,negative
4c05fa770f," Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog",negative
0ee485322b,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,neutral
39c477c98e,can`t believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.,positive
2463ad77e1,At branding iron with drea! White boubous and **** can get down! Haha crunk! For the next couple hours! Haha fun times!,positive
72c40e76ba,"is hanging with Bryant&&Hailee, possibly Lafayette tonight. `nd i don`t know why i keep updating this because i have 0 followers",neutral
2a580b779a,Happy mothers day mom.. i love yew...,positive
10b3055e25,i <3 my new picture! its so pretty with the reflecting sunlight on the leaves!,positive
75293e6d71,"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...",negative
6422d8044b, yeah.. gives me something useless to crib abt,negative
9adc43322f,Worst day ever. And its only noon.,negative
fc07138564," Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!",positive
62f9810c8c,Blue Oyster Cult - I Love The Night *that`s when all my friends are around*  ? http://blip.fm/~5jd4b,positive
81b03a933a, Haha **** you not inviting me,negative
cb1ffba2a2,"_Phatass hopefully you`re up before 8, as meeting is at 8",positive
a6b98b0931,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral
68371960cc, baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!,positive
385e0fb48e,"wearing a pair of trousers that were loose last year, tight this year",negative
42385b0ddf, i won`t make u cry,positive
fb7aac9cf5,Got the sniffles   I SO don`t want to get sick - I don`t need this.,positive
1a9a0b6f02,will maybe have my cell phone soon ! Yeah !,positive
117041af61, NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,positive
1e8baf3c3e,had a **** contact with both parents >.>  grrr,negative
fb58fcae23, I`m soo jealous right now!!,negative
65a48787a4,HollowbabesHere comes the utter shite #bgt <I completely agree,negative
97e811cd65,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,negative
25c34776d8,  a good girl nevah tells hahahahaha! hope you had a good weekend,positive
5ac1a82457, Is the Bee to Busy to talk to his buddy on Yahoo?,neutral
b218339f8a, or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,neutral
995d809d1e,"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",positive
39fe3346ac, cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,neutral
6631eb87ee,_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,positive
648056717, Keep the suggestions coming...I love the classics!,positive
031c478bcf,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,negative
b2c6875311,tonight my bed has been the Enterprise and I was Mrs Kirk,neutral
943294dea9,going to take my last final ... wish me luck ..,positive
f666f87f99,I just realized that im going home 2 weeks from today,neutral
f3e38785dd,"my girlfriend still likes sesame st, and so do I",positive
1e874e6352,"time always seems to fly when im with wade, its weird; but i like it... a lot!",neutral
b2211b716a,Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,positive
69c69a7266, aww. can you tell her to follow me?,neutral
55f3aa08a3,does the Creepy Lolipop guy play head esploder 5  ??,neutral
2f13f89f74,I wish  I could choose what bands played trash on june 20th...hmmm!!!,positive
5c6daee4bc, Sounds great. I`m looking forward to it then,positive
279c8c628f," I think that boat sailed my friend... The few CCO`s that had them, had them months ago....  I wish you luck though...",positive
6cf831995f,awwww bless her  she needs another chance.,positive
04e38afbb9, is nto milk deffo!,neutral
6068afeef0,"We are in the State of Cheese - YUM! Green, moo-cow pastures everywhere, and super friendly Lutheran`s too",positive
25e0df85b5,bye bye for now you lovely tweeters and especially my followers,positive
6bd4a0b146,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,neutral
3627f662b9,i won because im awesome,positive
3a567ecc5d,Off to class. Be back in about 2 hours!,neutral
2ebb6270b5, Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,negative
f9e3ad266c, Problems seem to be fixed now! Thank you!,positive
faac0eff26,Hmm... the new sports catalog and card jitsu updates are not appearing for me,neutral
1edb63bb1a,is not getting her posts posted to the topics,neutral
382c9f3b3e,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",negative
0f8f76fc11,was gonna go to my brothers show but still feeling like poo :**(,negative
fede88d585,Comment my new myspace pictures plz?,neutral
23519c6777, I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,negative
7cf44f0b8b,"Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?",neutral
b061fb5237,Battery is going to die!,neutral
c4f0784c9c,Happy Mothers Day to all the mommy`s out there!,positive
bd2b4a032d,"on my 42nd written ****.. i get less ideas every day, and every day",negative
8d57acb86c,Back at home and phone my grandma... I love her and miss her,neutral
3c7990018a, haha i love both of them too  hmm.. lol i`m in need of some good bands too,positive
78e0cf049d,All ready for costume making! But... there`s no one here...!,neutral
3bd80b878c,Happy Birthday Mommy,positive
1c616859e0, You are too kind! I swear I`m always feeding someone!,positive
7e785e48c9, good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,positive
a08ec6e26d, Star Trek is really good. I loved it too,positive
6c796fad21,on my way to work! working sucks big time,negative
7f1d96db1b,finally gonna get sum sleep  that concert was crazy!!! God Bless those ministers!!!,positive
83f9afe969,IN $RF .94 - target $5.30.  OUT $DNDN @$21.85 near days low,neutral
e2d012bcd7,SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,negative
9e7f2ad135, oh! so this could well be your last post!,neutral
8e0ee58774, we are tooo fly boo,neutral
fc25dd2f31, most of the time,neutral
2eead4ff7b,school..  i wish it would just end already!,positive
150ebf834f,"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",neutral
97e86cfd26, that`s sad  what kind of mess are you getting into this weekend?,negative
47ac7fd547,why are matters of the heart so complicated?,negative
bb2c08bb19,haha I`m bored! I think I`ll go watch a movie  BBL,negative
14121b5602,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,neutral
8f29848b65," oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",negative
8a30be8cc7,"And i ain`t happy go lucky, its just today... The world don`t feel ugly",neutral
baeb1065cc,"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2",neutral
ef2802b2df,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,neutral
cf7c83ee2a,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,positive
23386e54b9, thanks for your follow  just do you own thing + join in with what interests you,positive
9d4b1e13a3,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,neutral
897d2313ce,im going to work,neutral
368c2ee0fc, We decided I`d probably forget I had it in my pocket and sit on it by accident,neutral
b632227a07, I`m now a member of the street!!,neutral
b6877e603b," lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol",neutral
ec34058059,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,negative
6d25cf7750, aw honey... you just relaxin? That`s probably for the best.,positive
ac06c2c60c," coooooooool, yes, CIWWAF are awesome.",positive
760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative
04de4a348d,"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
331b42de7d,_Mitchell i`ve never been to the opera before...don`t think that was me,neutral
829cec3fa6,  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral
9055095298,ready for the weekend and sad that I have to be at the office again tomorrow morning,negative
6d7cbe3da9,  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,negative
70762d960b,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,negative
f3d6df1119,is lets chat,neutral
adb4c24b51,"Control which tweets u post on Facebook by using a hashtag, check out this awesome easy app!  http://apps.facebook.com/selectivetwitter/",positive
fa18a81293,Baby was not herself after recieving vaccines,neutral
56a82e0dea,Heading home. Could really have done without banging my head on the way into the bus,negative
3428badfea,_distel Maybe u have natural ability for languages  I envy u on that !!,negative
37f6d9dc72,The cats are gone. All 3 of them.,negative
daac9b8406,You such a good friend <3 I miss you so much,neutral
c1b8ead73d,"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",negative
123eb790dc,It looks as though I am sick little friends,negative
630285dbc7, bored,neutral
80ebe94248,Only just past 8am and already been spoiled rotton,negative
47b324d252, #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,neutral
ad0dc9e617,"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?",negative
d4a0ea90dc,I read 'The Picture of Dorian Gray' by Oscar Wilde (on english). It`s not easy for me but I try to make out,neutral
405f700027,I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,negative
ea494dc3dd,"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",neutral
c4bb3dea6a,sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,negative
975a0fb746,I am chillin w/ my homies,positive
1bdd6d727a," Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neutral
961e6af49c,"don`t think that went well, was only in there for 15 mins",negative
c6ab65bfbc,i really want a blackberry  my sidekick is hella wack. night,negative
478c432e8b, I`m glad you liked it   Want more?,positive
714bb81d52, sorry i couldn`t fit hal`s name,negative
3b8dcdd40a,just watched that  new T-mobile advert on Youtube.. i love it  'hey jude!!!!!!',positive
1ba776466c, how long did it take you to learn the song,neutral
b58382ccbe, man that sucks.,negative
a60c8c62cf,Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to  so might do that this am,positive
d769ea5758,"just got back from the pool, need to ice the knee",neutral
d03c2ba9cd,Mel? Where Are You You Shud Be Here At My House,neutral
65ec4f3b32," lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh",neutral
b92487d5b9,I am soo happy! Thank you baby for the best 1095 days of my life,positive
10f09b98c7, LOL. About to leave.,neutral
c6d0332935," aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,",neutral
cf9cdcdf32, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,neutral
e79c31c31c, Not a problem at all sis - respect due,positive
acfbac049f,"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",positive
f2d0944fcd,_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.,positive
f1412f1467,I`m really nervous about giving a speech at a wedding tomorrow,negative
59b1b05b1f,"nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",positive
122f0261dc,Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,neutral
da2e31db1b,_Reviews THANKS!,positive
72fb9bcf8b,"Sitting, wondering, & wishing for a bunch of stuff that will never be",neutral
5b0abf175e,shower time,neutral
533c72cf1f,lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,negative
adb093890f, Going so soon? I was hoping to hear late nite humor from you....,positive
144dfb402f,I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,neutral
3f2395f676, that sucks mama,negative
9f81595b98,I wish you weren`t going to a 19+ venue in Vancouver,neutral
4137a2ac20, It is absolutely incredible. It`s official: My FAVORITE JONAS is FRANKIE. He is the man,positive
fb216c870d,Happy Birthday to my ****,positive
3a4db50852," I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral
0b87e5c566," I`m not going, sadly.  Maybe next year, eh?",negative
6c340185da,surgery effin hurts,negative
2bb7bda383,Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,positive
291e9d5727,So bored... need more people for rsmv !!  jagex doesn`t let u say RSMV unless its the first word u say in the sentence.. sad,negative
1eff103696,"****, we have some kind of bugs in our house. And we dont know why or what it is",negative
10963273b9,Almost lost my phone.,neutral
d1c734c2c4,   ...Thank you Mr. President!....,positive
0d1925608e," Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How`s u?",positive
563e9ac291,The Star Trek movie was amazing! omg everyone has to go see it,positive
dac8a47042, happy birthday,positive
5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri,negative
d57866fd4f,I`m entering a two month study/exam period.  Which is awesome. - See you on the flip side,positive
99853188fa," it`s best if i check it while it IS up. when it`s down, i can`t really see anything",positive
25e098d166,working from home office today and catching up on everything except twitter,neutral
3686cff7dd,Lil cuz coming round today she 5  aww  haha,positive
569fceca58,My stomach effing hurts. Sadly there`ll be no gym class this afternoon,negative
92dad66de9,Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,negative
e11371b15e," the next single is 'Hey Lady'.ok, where is my million dollars??",neutral
8df08cee8a,Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,positive
